x1,x2,y
172.29,-40.628,367.7
172.1,-40.187,363
171.91,-39.74,353.7
171.72,-39.293,356.5
171.54,-38.852,357.4
171.35,-38.405,346.8
171.17,-37.958,348
170.99,-37.512,341.1
170.82,-37.07,339.2
170.64,-36.629,337.1
170.47,-36.182,341
170.3,-35.73,333.6
170.13,-35.288,330.6
169.96,-34.842,332.6
169.8,-34.383,322.7
169.61,-33.942,315
169.45,-33.489,318.4
169.29,-33.042,318.8
169.13,-32.59,315.6
168.97,-32.143,317.4
168.82,-31.696,311.5
168.66,-31.249,312.4
168.51,-30.796,305.6
168.36,-30.35,304.4
168.22,-29.897,305.5
168.06,-29.456,301.4
167.91,-28.997,301.3
167.76,-28.545,300.6
167.6,-28.104,299.7
167.46,-27.651,297.7
167.32,-27.204,293.3
167.17,-26.746,300.8
167.02,-26.299,298.5
166.89,-25.84,291.4
166.75,-25.399,291.1
166.61,-24.941,291.9
166.47,-24.494,292
166.34,-24.041,282.5
166.2,-23.583,289.4
166.07,-23.142,288.8
165.93,-22.689,283.1
165.8,-22.231,280.6
165.67,-21.778,275.9
165.54,-21.331,269.9
165.41,-20.879,269.1
165.28,-20.414,270.5
165.14,-19.968,267.7
165.03,-19.509,269.8
164.9,-19.062,264.5
164.78,-18.61,266.3
164.65,-18.157,267.1
164.52,-17.699,267.5
164.4,-17.246,267.3
164.28,-16.793,266.4
164.16,-16.335,269.6
164.02,-15.882,264.7
163.9,-15.424,269.5
163.78,-14.971,271.6
163.66,-14.513,269.2
163.54,-14.06,271.9
163.42,-13.608,268.1
163.3,-13.155,264.6
163.18,-12.691,269.8
163.06,-12.244,265.9
162.94,-11.786,268.1
162.82,-11.327,265.3
162.7,-10.875,270.5
162.59,-10.416,264.8
162.47,-9.9695,270.1
162.36,-9.5168,263.3
162.24,-9.0585,259
162.14,-8.6001,266.8
162.02,-8.1417,257.1
161.9,-7.6891,258.9
161.79,-7.2365,262.8
161.67,-6.7838,263.4
161.56,-6.3255,265.7
161.46,-5.8728,266.6
161.35,-5.4202,273
161.23,-4.9618,258.9
161.12,-4.5034,252.1
161.01,-4.0451,256.2
160.9,-3.5867,256
160.79,-3.1283,253.8
160.68,-2.6757,252.4
160.57,-2.2173,253
160.46,-1.759,247.9
160.35,-1.3006,246.4
160.25,-0.84798,250.7
160.14,-0.38961,253.4
160.02,0.063025,251
159.92,0.51566,253.1
159.81,0.97976,246.1
159.7,1.4324,247.7
159.6,1.8908,249.3
159.49,2.3491,246.2
159.39,2.8018,249.4
159.28,3.2601,249.1
159.17,3.7128,248.8
159.05,4.1826,248.9
158.94,4.6352,247.9
158.84,5.0936,249.3
158.73,5.552,257.5
158.62,6.0046,262.6
158.51,6.463,259.1
158.41,6.9213,260.4
158.3,7.3797,260.3
158.19,7.8323,263.6
158.08,8.2907,265.1
157.97,8.7433,265.7
157.87,9.2132,266
157.77,9.6715,264.8
157.67,10.124,264.1
157.56,10.583,263.4
157.47,11.041,263.3
157.36,11.494,265.9
157.25,11.952,259.8
157.15,12.41,259
157.04,12.863,254.1
156.92,13.327,248.9
156.82,13.785,250
156.72,14.238,254.4
156.61,14.702,259.4
156.5,15.16,262
156.4,15.619,259.6
156.28,16.071,259.8
156.18,16.53,268.1
156.07,16.988,261.7
155.96,17.447,260.9
155.86,17.905,259.1
155.76,18.363,258.6
155.66,18.822,269.2
155.55,19.28,265.9
155.45,19.738,273.8
155.34,20.191,265.3
155.24,20.649,260.2
155.13,21.108,259
155.03,21.566,270.2
154.92,22.019,260.4
154.82,22.477,271.1
154.71,22.93,272.9
154.6,23.388,274.9
154.48,23.841,273.8
154.37,24.299,272.3
154.25,24.758,276.4
154.13,25.21,290.2
154.02,25.669,284.3
153.9,26.127,299.5
153.8,26.591,282.2
153.68,27.049,284.9
153.56,27.502,282.7
153.46,27.96,282.4
153.36,28.413,265.4
153.24,28.871,274.1
153.13,29.324,267.9
153.01,29.777,274.2
152.89,30.235,277.4
152.79,30.693,276.4
152.66,31.146,279.3
152.54,31.604,277.8
152.43,32.057,276.3
152.32,32.515,269.4
152.19,32.974,273.2
152.09,33.432,276.6
151.98,33.879,275.2
151.86,34.343,271.8
151.74,34.801,259.4
151.62,35.254,264.9
151.51,35.712,268.9
151.38,36.165,277.4
151.27,36.623,274.7
151.13,37.082,273.2
151,37.54,271
150.88,37.999,276.7
150.74,38.457,275
150.62,38.915,274.1
150.48,39.368,278
150.36,39.821,279.3
150.22,40.273,288.8
150.11,40.732,294.6
149.97,41.184,307.9
149.83,41.637,307.3
149.7,42.089,312.9
149.56,42.548,316.5
149.43,43,323.9
149.29,43.459,321.8
149.15,43.911,300.7
149.01,44.364,302.7
148.87,44.822,312.9
148.71,45.269,314.8
148.56,45.722,313
148.41,46.18,309
148.27,46.633,304.8
148.12,47.086,306.9
147.97,47.538,311.5
147.8,47.991,315.8
147.66,48.438,316.6
147.51,48.89,319.9
147.35,49.343,323.9
147.19,49.801,312.5
147.05,50.254,305.6
146.88,50.701,306.7
146.72,51.159,312.7
146.55,51.612,315.4
146.38,52.065,323.7
146.18,52.512,323.3
146.01,52.958,320
145.83,53.417,315.3
145.63,53.869,311.5
145.44,54.316,295.8
145.25,54.769,289.1
145.08,55.222,291.7
144.89,55.674,287.7
144.7,56.115,291.5
144.49,56.568,303.5
144.29,57.021,308.7
144.09,57.468,310.6
143.85,57.92,302.1
143.63,58.367,304.4
143.41,58.82,300.4
143.21,59.272,297.7
142.96,59.714,298.2
142.75,60.161,292
142.51,60.607,285.4
142.24,61.054,282.4
142.01,61.501,276
141.76,61.948,276.2
141.5,62.395,283.2
141.23,62.836,278.3
140.96,63.283,281.1
140.67,63.724,280.7
140.39,64.171,288.7
140.05,64.618,291.4
139.74,65.065,290.2
139.43,65.506,286.5
139.1,65.947,281.1
138.76,66.4,278.4
138.42,66.841,279.1
138.06,67.282,273.9
137.69,67.724,262
137.32,68.165,269.8
136.92,68.6,267.2
136.51,69.041,273.6
136.09,69.477,276.7
135.66,69.912,278.9
135.2,70.348,276.5
134.73,70.783,283.1
134.25,71.213,281.6
133.73,71.648,278.6
133.21,72.078,279.3
132.61,72.502,284.3
132.08,72.932,266.7
131.43,73.356,273.5
130.79,73.78,276.1
130.13,74.209,279.3
129.43,74.628,274
128.69,75.046,280.5
127.97,75.47,272
127.1,75.883,285.5
126.31,76.295,293.6
125.4,76.708,289.1
124.43,77.114,283.6
123.42,77.515,281.2
122.33,77.917,295
121.18,78.312,266.5
119.89,78.696,287
118.59,79.085,278.7
117.15,79.469,280.9
115.65,79.842,286.6
114.06,80.203,263.5
112.33,80.564,261.3
110.47,80.913,265.2
108.47,81.251,275.5
106.31,81.583,259.9
-122.85,-77.12,181
-124.92,-77.172,189.7
-127.01,-77.223,177.5
-129.09,-77.281,185.7
-131.2,-77.298,193.1
-133.31,-77.292,175
-135.43,-77.281,190.3
-137.53,-77.252,194.3
-139.62,-77.206,208.4
-141.7,-77.16,199.2
-143.76,-77.086,194.3
-145.78,-77,201.6
-147.78,-76.891,208
-149.74,-76.771,203.7
-151.7,-76.633,199.8
-153.56,-76.484,197.5
-155.4,-76.324,205.6
-157.21,-76.146,207.9
-158.96,-75.957,211.2
-160.68,-75.756,207.2
-162.31,-75.527,193.9
-163.96,-75.315,208.8
-165.5,-75.069,213.1
-167.02,-74.823,217.2
-168.5,-74.565,218.3
-169.92,-74.307,214.8
-171.31,-74.032,218.8
-172.64,-73.751,223.7
-173.93,-73.465,217
-175.18,-73.167,219.4
-176.38,-72.863,227.8
-177.55,-72.559,221.5
-178.71,-72.256,224.2
-179.75,-71.923,227.3
179.15,-71.603,235.1
178.14,-71.276,240.2
177.19,-70.926,249.8
176.2,-70.594,244.2
175.28,-70.245,249.6
174.39,-69.895,254.1
173.53,-69.534,253.5
172.7,-69.179,259.2
171.93,-68.801,263.9
171.12,-68.451,273.8
170.35,-68.073,280.2
169.63,-67.706,286.8
168.91,-67.328,295.9
168.21,-66.944,304.6
167.55,-66.566,317
166.9,-66.177,326.3
166.27,-65.793,333.7
165.65,-65.397,344.7
165.07,-65.008,351
164.48,-64.607,373.5
163.92,-64.217,365.3
163.41,-63.81,377.7
162.85,-63.415,383.5
162.33,-63.014,386.4
161.82,-62.607,400.5
161.33,-62.206,406.1
160.86,-61.794,416.7
160.39,-61.387,416.3
159.93,-60.974,413.8
159.49,-60.567,407.2
159.05,-60.149,398.1
158.63,-59.737,399.8
158.22,-59.318,401.9
157.82,-58.9,400.3
157.42,-58.482,405.5
157.04,-58.064,412.8
156.66,-57.645,409.5
156.29,-57.221,406.3
155.93,-56.803,409.1
155.58,-56.379,401.9
155.23,-55.955,400.2
154.89,-55.525,402.3
154.54,-55.107,414.2
154.21,-54.677,412.3
153.89,-54.248,412.6
153.58,-53.824,420.2
153.27,-53.394,429.4
152.97,-52.964,429
152.68,-52.535,432
152.39,-52.105,438.7
152.11,-51.669,446
151.83,-51.245,441.5
151.55,-50.804,443.7
151.29,-50.38,438.9
151.02,-49.945,442.2
150.76,-49.509,438.7
150.51,-49.08,429
150.26,-48.644,425.1
150.01,-48.209,415.9
149.77,-47.767,411.5
149.52,-47.332,409.8
149.29,-46.891,407.8
149.05,-46.455,399.1
148.83,-46.014,400.4
148.6,-45.579,399
148.37,-45.132,396.4
148.13,-44.696,398.5
147.92,-44.255,396.2
147.7,-43.808,391.8
147.5,-43.373,399.3
147.28,-42.932,386.2
147.1,-42.485,385.2
146.88,-42.055,391.2
146.7,-41.608,385
146.51,-41.161,383.2
146.29,-40.726,378.1
146.1,-40.279,375.8
145.91,-39.838,380.8
145.72,-39.391,378.6
145.54,-38.95,377.9
145.35,-38.497,373.4
145.17,-38.05,375
144.99,-37.609,362.7
144.8,-37.162,376.4
144.62,-36.715,364
144.45,-36.268,365
144.28,-35.821,363.6
144.1,-35.369,357.9
143.94,-34.922,345.7
143.77,-34.481,347.9
143.62,-34.028,339.3
143.45,-33.581,341.4
143.29,-33.134,333.2
143.12,-32.687,334.3
142.98,-32.235,326.2
142.81,-31.788,332.7
142.66,-31.341,332
142.52,-30.888,326.2
142.36,-30.436,321.5
142.21,-29.989,321.4
142.05,-29.536,322.5
141.91,-29.083,316.7
141.75,-28.636,319.6
141.61,-28.19,312.1
141.46,-27.737,307.6
141.31,-27.284,306.9
141.17,-26.832,308.3
141.03,-26.385,298.9
140.89,-25.938,308.7
140.75,-25.479,302.5
140.6,-25.033,297.3
140.46,-24.586,300.1
140.33,-24.133,298.2
140.19,-23.68,298.9
140.04,-23.233,297.5
139.91,-22.781,293.8
139.78,-22.328,287.5
139.65,-21.876,287
139.52,-21.429,288.2
139.38,-20.97,282.2
139.26,-20.518,288.4
139.13,-20.065,282
139.01,-19.607,278.2
138.88,-19.16,280.7
138.76,-18.701,274.9
138.63,-18.249,274.9
138.51,-17.796,275.7
138.38,-17.343,277.9
138.25,-16.891,272.1
138.14,-16.432,272.6
138,-15.98,270.5
137.88,-15.521,270.8
137.76,-15.063,272.7
137.64,-14.61,273.3
137.52,-14.152,270.3
137.4,-13.699,272
137.27,-13.247,273.2
137.15,-12.788,274.6
137.03,-12.336,268.5
136.92,-11.877,271.8
136.81,-11.425,266.2
136.69,-10.966,259.5
136.58,-10.52,258.9
136.46,-10.061,259.3
136.35,-9.6085,255.3
136.23,-9.1501,256.6
136.12,-8.6975,255.6
136,-8.2391,258.4
135.89,-7.7865,259.5
135.78,-7.3281,256.5
135.66,-6.8698,254.9
135.54,-6.4171,252.8
135.44,-5.9588,250.7
135.32,-5.5061,254.2
135.22,-5.0478,242.4
135.11,-4.5894,252.8
135,-4.131,254.3
134.88,-3.6784,254.4
134.77,-3.22,255.5
134.66,-2.7617,249.3
134.55,-2.3033,247.8
134.44,-1.8507,265.5
134.33,-1.3923,258.5
134.22,-0.94538,257.2
134.11,-0.48701,255.7
134,-0.028648,244.3
133.89,0.41826,251.2
133.77,0.88236,248.2
133.67,1.3407,248.3
133.56,1.7991,254
133.45,2.2517,248.3
133.34,2.7101,247.6
133.24,3.1685,262.4
133.12,3.6268,256.2
133.01,4.0795,264.4
132.91,4.5378,258.5
132.81,4.9905,261.2
132.7,5.4488,277
132.6,5.9129,266
132.5,6.3656,269.3
132.39,6.8182,264.7
132.28,7.2766,268.9
132.18,7.7349,268.7
132.07,8.199,269.9
131.97,8.6574,266.1
131.87,9.1158,268.1
131.75,9.5684,268.9
131.65,10.027,267.4
131.55,10.485,251.7
131.43,10.943,260.8
131.33,11.408,264.8
131.22,11.86,266.9
131.12,12.319,259.1
131.01,12.777,261.7
130.9,13.235,259.6
130.8,13.694,255.5
130.7,14.146,258.7
130.59,14.605,263.3
130.47,15.063,258.9
130.38,15.521,260.5
130.27,15.98,262.4
130.17,16.438,258.4
130.07,16.897,260.1
129.95,17.349,260.5
129.84,17.808,252.1
129.73,18.26,256.9
129.63,18.719,258.3
129.52,19.177,256.6
129.42,19.635,251.2
129.31,20.094,250.8
129.21,20.552,256.3
129.1,21.01,254.5
129,21.463,253.3
128.89,21.921,251.8
128.78,22.38,260.1
128.67,22.832,256.4
128.56,23.291,258.6
128.46,23.743,274.9
128.36,24.202,269
128.25,24.66,267.2
128.14,25.124,264.9
128.02,25.577,265.7
127.91,26.035,264.3
127.8,26.488,266.8
127.69,26.946,275.1
127.57,27.405,273.9
127.47,27.863,280.1
127.35,28.316,276.3
127.23,28.774,266.6
127.12,29.227,269
127,29.685,263
126.89,30.143,271.7
126.78,30.602,268.8
126.66,31.054,268
126.54,31.518,268.1
126.43,31.971,274.1
126.31,32.429,279.4
126.19,32.882,264.3
126.06,33.346,266.9
125.93,33.799,276.9
125.81,34.257,270.2
125.71,34.71,272.8
125.59,35.168,279.2
125.47,35.615,282.7
125.35,36.073,278
125.22,36.532,283.8
125.1,36.984,289.2
124.96,37.443,291.4
124.85,37.89,296
124.72,38.348,299.9
124.58,38.801,303.8
124.46,39.253,301.9
124.33,39.712,308.5
124.21,40.17,308.8
124.08,40.634,308.9
123.95,41.087,307.7
123.82,41.545,316.5
123.68,41.998,317.3
123.55,42.456,321.5
123.42,42.909,319
123.29,43.367,323.3
123.16,43.82,330
123.01,44.278,323.8
122.88,44.731,316.3
122.72,45.183,316.6
122.58,45.642,318.3
122.42,46.089,323.6
122.28,46.541,322.2
122.13,46.994,317.4
121.98,47.458,318.3
121.83,47.899,324.4
121.66,48.352,331.2
121.5,48.805,336.4
121.34,49.257,330.3
121.19,49.71,322.6
121.02,50.162,317
120.85,50.609,320.5
120.69,51.062,314.9
120.5,51.515,317.4
120.33,51.967,309.2
120.16,52.414,313.1
119.98,52.861,309
119.81,53.314,303.7
119.63,53.766,303.6
119.44,54.219,303.9
119.28,54.666,300.1
119.09,55.119,303.1
118.9,55.571,301.6
118.68,56.018,301.9
118.48,56.465,295.8
118.28,56.918,297
118.07,57.37,295.4
117.86,57.817,300.2
117.64,58.27,292.9
117.42,58.717,290.7
117.19,59.169,285.7
116.97,59.616,285.4
116.73,60.069,286.8
116.49,60.516,283.6
116.25,60.963,282.9
116,61.41,282.6
115.74,61.857,286.5
115.49,62.303,282.9
115.22,62.75,293.3
114.95,63.186,290.8
114.66,63.633,286
114.37,64.08,280.7
114.08,64.527,280.5
113.77,64.968,279.6
113.46,65.409,279.4
113.14,65.856,271.3
112.8,66.297,271.9
112.46,66.738,283
112.1,67.179,287.7
111.74,67.62,274.5
111.37,68.062,271.2
110.98,68.497,263.8
110.57,68.938,268
110.15,69.374,266.5
109.68,69.809,261.5
109.27,70.25,261.1
108.77,70.68,256.2
108.28,71.116,252
107.81,71.551,264.2
107.25,71.981,259.8
106.74,72.416,262
106.16,72.84,265.3
105.52,73.276,251.4
104.93,73.705,264
104.23,74.118,261.8
103.54,74.542,265.7
102.82,74.96,272.8
102.06,75.378,278.1
101.25,75.791,281.4
100.4,76.203,278.3
99.5,76.616,271.2
98.549,77.023,282.1
97.54,77.43,282.3
96.469,77.831,277.3
95.334,78.226,275.1
94.114,78.616,273.1
92.813,79.005,284.6
91.433,79.389,270.9
90.029,79.767,290.7
88.373,80.128,268
86.734,80.501,263.2
84.901,80.85,264.8
82.947,81.194,246
80.827,81.526,249.6
-148.46,-77.086,189.4
-150.56,-77.16,201.2
-152.62,-77.218,178.1
-154.74,-77.258,197.6
-156.84,-77.286,186.7
-158.96,-77.309,190.7
-161.04,-77.286,183.5
-163.17,-77.258,204.2
-165.22,-77.218,215.8
-167.3,-77.16,205.8
-169.39,-77.109,200
-171.38,-77.006,199.1
-173.41,-76.902,197.3
-175.37,-76.794,203.6
-177.31,-76.662,205.7
-179.19,-76.501,197.3
178.95,-76.341,209.6
177.11,-76.18,203.6
175.37,-75.98,208
173.62,-75.797,223.2
171.96,-75.567,226.6
170.35,-75.35,210
168.72,-75.132,215.6
167.19,-74.886,223.4
165.73,-74.639,221.5
164.32,-74.364,239.1
162.94,-74.095,240.5
161.56,-73.826,249.1
160.3,-73.528,249.8
159.04,-73.235,248
157.82,-72.932,252.7
156.65,-72.622,260.6
155.51,-72.307,263.3
154.43,-71.992,268.8
153.35,-71.666,272.2
152.34,-71.339,280.3
147.7,-69.603,330.3
146.86,-69.242,336
146,-68.887,344.7
145.23,-68.52,359.3
144.45,-68.153,366.1
143.72,-67.781,375.3
143,-67.403,387
142.31,-67.025,392.3
141.64,-66.641,403.9
140.99,-66.257,402
140.35,-65.867,417
139.74,-65.478,422.3
139.14,-65.088,422.7
138.56,-64.698,433.4
135.89,-62.699,477.4
135.39,-62.286,473.7
134.91,-61.885,470.7
134.44,-61.473,458.4
133.98,-61.06,445.3
133.54,-60.653,443.7
133.1,-60.235,441.1
132.67,-59.823,444.2
132.26,-59.404,440.9
131.85,-58.992,438.5
131.46,-58.568,442.9
131.08,-58.149,431.3
130.69,-57.731,433.8
130.32,-57.313,424.4
129.96,-56.889,415.4
129.61,-56.465,424.1
129.26,-56.041,424.6
128.92,-55.617,428.7
128.59,-55.193,430.5
128.26,-54.763,437.5
127.94,-54.339,431.8
127.6,-53.915,433.4
127.3,-53.491,442.4
127,-53.056,434.6
126.7,-52.632,435.6
126.41,-52.202,436.6
126.13,-51.761,433.6
125.84,-51.331,434.6
125.59,-50.896,438
125.32,-50.466,436.6
125.04,-50.031,427.3
124.77,-49.601,429.4
124.52,-49.166,430.1
124.25,-48.736,422.5
123.99,-48.3,415.9
123.75,-47.865,415.6
123.51,-47.429,406.6
123.27,-46.983,408.1
123.04,-46.547,403.5
122.81,-46.117,399.8
122.58,-45.676,396.7
122.36,-45.235,394.1
122.14,-44.794,389.8
121.93,-44.353,383.4
120.88,-42.135,371.9
120.68,-41.694,361.4
119.71,-39.477,353.6
119.53,-39.03,350.4
119.35,-38.589,345.6
119.16,-38.142,344.1
118.99,-37.695,338
118.79,-37.254,335.5
118.61,-36.807,334.2
118.44,-36.366,340.3
118.27,-35.919,332.8
118.1,-35.466,333.5
117.93,-35.025,325.5
117.77,-34.572,320.3
117.6,-34.125,325.9
117.44,-33.678,312.8
117.28,-33.226,313
117.12,-32.779,314.1
116.96,-32.332,306.6
116.8,-31.885,304.2
116.34,-30.544,302.2
116.19,-30.097,309.7
116.04,-29.645,304.2
115.89,-29.198,310.4
115.74,-28.745,299.3
115.59,-28.293,302.6
115.45,-27.846,303
115.31,-27.393,298
115.16,-26.94,299.6
115.02,-26.488,292.3
114.88,-26.029,291.6
114.72,-25.583,296.6
114.59,-25.124,298.3
114.45,-24.677,292.7
114.31,-24.225,293.6
114.17,-23.766,297
114.03,-23.314,293.8
113.91,-22.861,288.7
113.77,-22.408,288.9
113.63,-21.961,283.8
113.5,-21.515,288.1
113.37,-21.056,283.5
113.26,-20.609,283.9
113.12,-20.157,285.6
113.02,-19.704,284
112.89,-19.251,282.6
112.76,-18.793,282.4
112.62,-18.346,284.6
112.49,-17.882,279.5
112.36,-17.441,278.6
112.24,-16.982,278.6
112.11,-16.53,277.4
111.99,-16.071,279.9
111.87,-15.619,275.4
111.75,-15.172,274
111.62,-14.719,275.2
111.51,-14.255,275.3
111.38,-13.803,268.4
111.27,-13.356,273
111.15,-12.897,269.7
111.03,-12.445,265.3
110.92,-11.986,263.5
110.8,-11.522,260.2
110.68,-11.07,263.2
110.57,-10.611,260.5
110.45,-10.159,255
110.34,-9.6944,257.4
110.21,-9.2418,255.9
110.1,-8.7834,254.3
109.98,-8.3308,245.6
109.86,-7.8782,253.7
109.75,-7.4141,262.1
109.64,-6.9672,255.6
109.53,-6.5031,253.9
109.42,-6.0504,248
109.3,-5.5978,252
109.19,-5.1394,251.2
109.09,-4.6811,255.8
108.97,-4.2227,250.2
108.86,-3.7701,255.6
108.75,-3.3117,255.6
108.64,-2.8533,252.6
108.54,-2.4007,250.8
108.43,-1.9481,251.9
108.33,-1.4897,257
108.22,-1.0313,252.8
108.12,-0.58442,256.2
108.01,-0.12605,257.9
107.89,0.32659,254.3
107.78,0.77922,255.4
107.67,1.2376,253.7
107.56,1.696,265.1
107.44,2.1543,253.1
107.33,2.6184,263.1
107.21,3.0653,257.9
107.09,3.5237,259.7
106.99,3.9821,255.3
106.89,4.4347,264.5
106.78,4.8931,264.2
106.67,5.3514,265.3
106.56,5.8098,263
106.47,6.2739,275.1
106.36,6.7323,269.5
106.26,7.1849,260.4
106.15,7.6433,259.3
106.05,8.1016,260.3
105.95,8.56,260.5
105.85,9.0184,254.7
105.75,9.471,260.5
105.64,9.9294,266
105.53,10.388,269.3
105.42,10.84,269.2
105.32,11.299,269.5
105.21,11.757,274.4
105.11,12.215,279.2
105,12.674,279.9
104.9,13.132,272.6
104.78,13.585,268.5
104.68,14.043,263.8
104.58,14.496,263.2
104.48,14.954,259.5
104.38,15.413,269.3
104.26,15.877,258.1
104.15,16.329,263.7
104.05,16.788,262.4
103.94,17.246,257.9
103.84,17.704,261
103.73,18.163,265.2
103.61,18.615,254.4
103.51,19.079,256.9
103.4,19.532,273.1
103.3,19.99,264
103.19,20.449,273.2
103.08,20.907,268.7
102.97,21.371,270.1
102.85,21.824,273.8
102.75,22.282,266.7
102.65,22.741,269.4
102.53,23.199,273
102.43,23.657,265.9
102.32,24.116,264
102.22,24.574,269.9
102.11,25.027,275.9
102,25.485,262
101.89,25.938,261.7
101.78,26.396,260.1
101.67,26.855,261.2
101.55,27.307,262
101.44,27.766,257
101.33,28.224,249.8
101.21,28.682,254.8
101.1,29.135,253.9
100.98,29.593,257.7
100.87,30.046,253.1
100.76,30.504,253.5
100.65,30.963,252.1
100.53,31.415,252.8
100.42,31.868,251.6
100.3,32.326,249
100.18,32.785,252.3
100.07,33.237,259
99.947,33.696,261.9
99.826,34.148,259
99.712,34.607,262
99.592,35.065,270.6
99.471,35.518,262.6
99.345,35.976,266.4
99.225,36.429,258.6
99.105,36.887,262.1
98.978,37.34,264
98.852,37.804,270.7
98.726,38.256,275.6
98.583,38.72,276.2
98.457,39.173,273.7
98.314,39.626,284.5
98.182,40.073,278.9
96.973,44.164,289.6
96.83,44.622,293.6
96.687,45.08,296.9
96.543,45.533,307.3
96.4,45.986,307.8
96.274,46.444,316.5
96.108,46.891,311.6
95.976,47.349,309.5
95.821,47.802,307
95.65,48.255,312.4
95.512,48.713,308.6
95.334,49.166,308.4
95.18,49.612,308.8
95.037,50.071,301.2
94.876,50.523,307.3
94.716,50.97,313.3
94.521,51.423,307.1
94.355,51.87,314.5
94.183,52.323,318
94.005,52.775,314.3
93.828,53.222,310.5
93.65,53.675,307
93.467,54.127,310.2
93.278,54.574,309.2
93.066,55.033,308.5
92.876,55.48,307.1
92.682,55.926,313.9
92.51,56.379,318.6
92.281,56.826,316.3
92.074,57.273,305.1
91.862,57.72,295.3
91.65,58.172,288.8
91.433,58.619,280.6
91.209,59.066,279.6
90.023,61.306,284.1
89.771,61.753,280.7
89.507,62.206,285.1
89.238,62.653,288.4
87.766,64.882,279.6
87.485,65.329,274.3
87.164,65.77,261.6
86.832,66.211,264.3
86.459,66.652,263
86.11,67.093,264
85.778,67.529,250.1
85.371,67.964,243.6
84.168,69.282,256.9
83.744,69.718,247.5
81.366,71.895,238
80.833,72.319,247.8
80.26,72.748,241.5
79.67,73.178,244.8
79.057,73.596,237.3
78.409,74.02,227.8
77.727,74.444,235.8
76.965,74.863,235.9
76.198,75.287,241.2
75.401,75.699,246.6
74.559,76.112,252.5
73.671,76.524,254.4
72.737,76.931,258
71.74,77.338,268
70.68,77.739,258
69.551,78.14,252.9
68.354,78.535,256.4
67.082,78.919,256.2
65.718,79.303,270.1
64.257,79.681,271.5
62.693,80.054,276.8
61.014,80.415,251.6
59.198,80.77,245.4
57.261,81.114,239.7
55.159,81.452,239.5
-176.12,-77.16,205.3
-178.19,-77.223,193
179.71,-77.269,207.9
177.61,-77.281,200.5
175.5,-77.309,206.5
173.39,-77.292,195.7
171.31,-77.286,197.8
169.21,-77.246,198
167.14,-77.177,202.9
165.06,-77.126,211
163.03,-77.023,224.5
161.01,-76.925,225.6
159.05,-76.811,216.8
157.08,-76.679,227.5
155.18,-76.536,223.2
153.29,-76.392,234.2
151.46,-76.209,247.7
149.69,-76.02,262.2
147.93,-75.837,265.7
146.28,-75.619,269
144.61,-75.413,279.4
143.06,-75.166,279.8
141.51,-74.926,288.5
140.02,-74.679,296.3
138.55,-74.433,298.4
137.14,-74.164,302.6
135.83,-73.877,311.4
134.53,-73.596,317.4
133.22,-73.31,328.3
132,-73.012,325.6
130.82,-72.708,338.3
129.68,-72.393,347.2
128.57,-72.072,354.1
127.51,-71.751,365.4
126.49,-71.425,366.9
125.48,-71.081,367
124.51,-70.743,378.5
123.59,-70.399,395.6
122.69,-70.05,391.8
121.81,-69.695,413.8
120.97,-69.339,421
120.15,-68.978,427.4
119.36,-68.612,433
118.59,-68.239,438.6
117.85,-67.867,449.5
117.12,-67.494,454.6
116.43,-67.116,461.3
115.75,-66.732,466.1
115.09,-66.349,472.5
114.45,-65.959,476.2
113.83,-65.569,492.7
113.23,-65.174,499.9
112.64,-64.779,490.9
112.07,-64.389,500.4
111.52,-63.988,500.1
110.98,-63.587,494.5
110.46,-63.192,498.2
109.95,-62.785,505
109.45,-62.378,501.8
108.97,-61.977,502
108.5,-61.564,505.9
108.04,-61.158,505.7
107.57,-60.751,510.4
107.15,-60.332,508.5
106.73,-59.92,512.7
106.31,-59.502,516.6
105.91,-59.083,508.3
105.5,-58.671,511.5
105.12,-58.253,508.2
104.71,-57.834,512.8
104.36,-57.41,507.9
103.97,-56.998,513.3
103.65,-56.568,501.9
103.27,-56.15,505.9
102.93,-55.726,501.2
102.6,-55.302,504
102.27,-54.872,500.3
101.95,-54.448,503.3
101.63,-54.013,505
101.32,-53.583,505.4
101.02,-53.153,507.4
100.73,-52.729,508.4
100.43,-52.294,501
100.15,-51.87,506.4
99.867,-51.434,508.1
99.592,-51.005,510.6
99.322,-50.569,506
99.053,-50.134,514.5
98.795,-49.704,520.4
98.514,-49.269,526.6
98.279,-48.827,522.7
98.027,-48.392,523.9
97.781,-47.957,514.8
97.523,-47.527,509.4
97.282,-47.086,514.6
97.071,-46.644,506.9
96.818,-46.209,515.9
96.612,-45.768,503.7
96.383,-45.327,508.2
96.165,-44.891,498.3
95.953,-44.45,498.1
95.736,-44.009,478.3
95.524,-43.568,461.5
95.294,-43.132,463.8
95.088,-42.685,455.8
94.882,-42.244,454.1
94.681,-41.803,456.2
94.481,-41.35,445
94.269,-40.915,437.6
94.091,-40.468,424.1
93.902,-40.015,420.3
93.713,-39.568,414
93.524,-39.127,406.2
93.323,-38.686,404.6
93.157,-38.239,387.9
92.962,-37.792,387
92.802,-37.345,380.5
92.624,-36.898,383.4
92.435,-36.457,371.2
92.281,-36.016,359.1
92.097,-35.569,347.5
91.925,-35.122,341
91.759,-34.675,334.6
91.599,-34.234,330.3
91.433,-33.787,333.9
91.272,-33.34,317.3
